comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
Renee's house is modern clean quiet and comfortable.  It is in walking distance from Zilker Park and plenty close to downtown.  Renee was very kind and welcoming which made preparations a breeze.  The back patio with jacuzzi was heaven.  Thanks so much Renee.,10/15/2013,427211,Renee,8077180,79335,2BR Modern Zilker Duplex - Unit A,1,Tom,54004779
Caitlin's place was awesome and exactly what we needed for our festival weekend. I stayed there with 3 friends and it was comfortable for all of us. Caitlin was out of the country but the instructions she left were easy to follow and we never had any problems. Walking distance from Rainey and 6th Streets not to mention some great riverside running trails and Mexican food spots. We'd definitely stay there again next time we're in town!,10/15/2013,1208485,Caitlin,8087930,248515,Walk to SXSW-Cute Eastside Bungalow,1,Adrian,54004780
The house itself was very nice. However the room itself was not quite finished. Matt did his best to make us feel welcome and the overall experience was a good one.,10/15/2013,1348968,SoCoBnB /Matt,8079197,256464,A Baby suite on SoCo in room bath,1,Aaron,54004781
For my boyfriend's 30th birthday we planned a trip to Austin for the ACL festival. We couldn't get a hotel last minute but Cayce was able to help us out very quickly. He responded to my inquiry quickly and was flexible with our schedule of arrival/departure. He was also very helpful in giving us tips on things to do around Austin.,10/15/2013,5547468,Cayce,8107017,1714494,The Guest House,1,Katie,54004782
Tony was a fantastic host and the studio apartment was great! Three of us crashed here during ACL and along with being stocked with anything we could've needed (extra toothbrush/toothpaste Advil Airborne bug spray etc) the apartment was a great place to hang out make breakfast and sleep. It was a quick walk to South Congress neighborhood an HEB and Magnolias as well as a fifteen minute bike ride to Zilker and almost everything else. Absolutely no complaints and Tony made it effortless by always being on-call and courteous. Highly recommend. Thanks Tony!!,10/15/2013,4150951,Tony,8077977,1221070,Monstrosity Little Loft w/Courtyard,1,Kathleen,54004783
We were a band staying in town for multiple days during the ACL Festival. Great place to stay. Good location in south Austin. Very clean and vibrant house. Lots of little touches such as color walls toy dinosaurs and the penny covered countertop make it feel more like a home. Beats a hotel anyday. Angel was a fantastic host.,10/15/2013,880571,Angel,8087623,781716,Atomic Ranch in Nucleus of S Austin,1,Gabe,54004784
Deana was the perfect host!  She provided clear guidelines for the use of her comfortably appointed and perfectly located home for the ACL weekend. She had ready advice and provided a clear channel of communication.  She even suggested new locations to explore when the last day of ACL was cancelled.  I recommend her and her home without hesitation. We had a great time.,10/15/2013,6271303,Deana,8078098,1143790,Walk to Zilker! Live the Greenbelt!,1,Ivan,54004785
This was my first experience on airbnb and Its was awesome.  I couldn't have asked for a better stay.  When we arrived Lyon was kind enough to give us a rundown of the city and point out some local hot spots.  The house was super clean and stocked well beyond my expectations nicer then many of the hotels I have stayed in.  If I am ever back in Austin I will make sure to book with Lyon.,10/15/2013,1157982,Lyon,8078056,222986,Circa 1899 Luxe Spa House - Walk DT,1,Jonathan,54004786
We enjoyed our stay while we were in town for the ACL Festival.  The walk from Zilker Park to the cottage was amazing.  Unfortunately the weather cut our trip short but we still enjoyed visiting the Austin area.  Thank You Sovay for checking in on us and your prompt communication.  This was my first (website hidden) experience and I was very impressed.,10/15/2013,347068,Sovay,8080253,69352,Enchanting Zilker Cottage~Downtown,1,Diane,54004787
We stayed with Katherine for the second weekend of ACL this year and had a truly awesome experience.  Katherine is gracious helpful and overall a perfect hostess.  Her home is cozy and welcoming and located perfectly for our first visit to Austin.  I would absolutely recommend a stay in any of the rooms in Katherine's home and would definitely stay there again in the future!,10/15/2013,798741,Katherine,8077550,932185,Comfy Bedroom: Zilker near Downtown,1,Emily,54004788
Janine and Chuck were amazing! Janine was very prompt in answering any questions via email but also provided her personal number. Chuck was nice enough to pick some of us up from the airport what a terrific gesture! They received us warmly into their home and were flexible with in-out times. The house is located in a prime location for ACL and it was a very comfortable clean home to stay in. We would highly recommend this home for any stay in Austin.  We would use this home again :),10/15/2013,4432914,Janine,8076934,860792,Cool Zip 78704 Zilker Bungalow,1,New,54004789
Sovay's place was in a great location for our ACL trip. The place was very clean and had all of the amenities we could hope for. In addition Sovay was very polite and extremely helpful with lending insight into the surrounding area and things to do. I would definitely recommend this quaint space for anyone looking to enjoy their time in the great city of Austin.,10/15/2013,347068,Sovay,8094396,166561,SOCO ItZ bitZ Bungalow,1,Jason,54004790
The house was clean and just as described! Loved the area and Jason was very helpful! He even left us a bottle of wine. It was a great experience staying at his house! I highly recommend it,10/15/2013,1770424,Jason,8077441,349447,Eastside Cabana - Near UTDowntown,1,Tess,54004791
"""The apartment is in a great location with plenty of great restaurants and shops nearby. Its a good place to stay if you like being near downtown Austin but still able to escape and be apart of a community. The area seems like growing hip community with plenty of places to keep you busy. And it felt very safe.",10/15/2013,,,8079299,900579,,1,Tara,54004792
Camped for ACL friendly people great little spot,10/15/2013,1568741,Jim O',8090696,968817,CampEZ in SxSAustin8,1,Alan,54004793
This house is in a great location walking distance from several good restaraunts and a coffee shop. The house was comfortable and immaculately clean. I highly recommend staying here!,10/15/2013,377618,Susan,8092335,72706,Walkable Charming & Central Home,1,Gretchen,54004794
Chris was a great host. Great communication from start to finish. Nice place in ATX for future stays.  Just what I was looking for! Highly recommended.,10/15/2013,9017657,Chris,8104039,1709120,Cozy 1950s 2BD N. Central Austin,1,Theodore,54004795
Everything was just as described and the hosts couldn't be nicer. Excellent coffee maker (!!!) comfy bed and adorable/friendly cat. My hosts were helpful and even loaned me a pair of sandals when my clogs gave me blisters. These are people that know how to make you feel at home and at ease. I was offered several things that helped me out during my stay- I even washed some of my clothes which got rain soaked and muddy. Donna went out of her way to give me a tour of downtown as she took me to the airport. That was a very nice bonus! Beautiful neighborhood safe and peaceful. You can't go wrong staying at their lovely home.,10/15/2013,5221908,Donna And Tom,8082608,959555,Elegant Casual Escape in the Oaks,1,Cynthia,54004796
My sister and I had an incredible time in Austin staying at Jill's lovely place. Jill and her kids were extremely accommodating and ensured we were well taken care of. We were in town for the Austin City Limits festival and loved every minute of it despite the unfortunate weather conditions. Jill was even able to drop us off at the festival on one of the days. My sister and I are huge foodies and Jill's recommendations did not disappoint (Torchy's Tacos Magnolia Cafe Bouldin Creek Cafe)! Where do I even begin on Jill's place...it was the perfect place for a getaway. I fell in love with the screen porch and definitely want one in my future home. I also loved the outdoor shower it was such a liberating experience! Her place had everything we needed: beds fresh linens towels kitchen bathroom shower refrigerator and WiFi. She even graciously provided some food and drinks and in the fridge! Another plus was her home's location; it was walking distance to SoCo and SoFi. Downtown also wasn't far away which made for a nice stroll. I highly recommend Jill's place!! This was an experience I will never forget...from staying on the screen porch to taking the pedicabs dancing at the festival in relentless rain scouring the city for pop up shows when ACL was canceled on Sunday and delicious food of course! Thanks so much Jill Larisa and Sergey for hosting us! I hope to be back soon =) -Rianne,10/15/2013,245318,Jill,8080239,52874,Charming Studio South AustinTx.,1,Rianne,54004797
